,artist_name,track_name,track_id,popularity
362,J Balvin,LA CANCIÓN,2w0Ef3EeYLocbr6owPtwJ1,0
363,Workout Music ,Truth Hurts (Workout Mix),2ZbDVp6va8bWlwbFP3U929,6
364,J Balvin,COMO UN BEBÉ,2KoUn305R0BBZCj2Ud8Vey,0
365,Workout Music ,Pumped Up Kicks (Throwback Mix),4g3yIbgiUaeyT8z7V366re,5
366,J Balvin,Sin Compromiso,45kkrx1A9kp6dcpmIjDcJ7,0
367,Workout Music ,I Like It (Workout Mix),7nlCmwgWhjtMznGt4Iq1lz,4
368,J Balvin,YO LE LLEGO,78H9bUTF5xvHmxVSc9TV1e,0
369,Workout Music ,Sexy and I Know It (Throwback Mix),3MnNz9kpW7JmnJKMR9KX8s,5
370,J Balvin,Peligrosa,5GhMPYBboPWJFSTti7F581,0
371,Workout Music ,Dancing With a Stranger (Workout Mix),6eqfkQeITCgZ0jkCti0BGh,5
372,J Balvin,Peligrosa,39PaI0YCXLMGR6DKKdzQSn,0
373,Workout Music ,Electricity (Workout Mix),473AjnY37WldJKydlFew7R,7
374,J Balvin,Ambiente,3M56Vv5ooDOlNtqndy6B19,0
375,Workout Music ,Say So (Workout Mix),1rMvv5piWQkaEId9wTefvf,6
376,J Balvin,Si Tu Novio Te Deja Sola,4asYl0e2haXERF4ZoemxQg,0
377,Workout Music ,Something Just Like This (Workout Mix),16hx1l5MC6XqLfkQ2EwIWy,6
378,J Balvin,LA CANCIÓN,3h0oDJMTyBc4PUMe4Q3fah,0
379,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),37jfKCUtJFqDfWLMpjOH4T,16
380,J Balvin,Ginza - Anitta Remix,1wkA0JEmo9pYIAkf9QkkwT,0
381,Workout Music ,Payphone (Throwback Mix),1BpkVpnkeREW5FqOhsYl4L,4
382,J Balvin,Otra Noche Sin Ti,7466M5qZkgmi934HBjmOEp,0
383,Workout Music ,Ride It (Workout Mix),1gF2mCR3Da6oWX1fUCdn6W,5
384,J Balvin,LA CANCIÓN,2pEIuVcJgE7r2SG2qGbPwG,0
385,Workout Music ,Don't Start Now (Workout Mix),1moW2lPD6hSWOEqOUriL4P,5
386,J Balvin,Ginza,0dJAyBAO9aGlZXUNH6cwuF,0
387,Fred again..,Marea (We’ve Lost Dancing),5YQpuTrcGvLDOs3GlRiFws,9
388,J Balvin,CUIDAO POR AHÍ,2TFzNKuWyYKDc1BaKdF1jm,0
389,Workout Music ,How to Save a Life (Throwback Mix),6tO7aLxfSXZPh00Dozjt13,4
390,J Balvin,Peligrosa,73Intsl2COWN23lbRdhxi1,0
391,Workout Music ,Lose You to Love Me (Workout Mix),1FQkdxUg9YeShZMVkn9n1j,4
392,J Balvin,Negro,0EQvSTKh6dkOsDDICLUDwY,0
393,Workout Music ,Alone (Workout Mix),3l5U0R0aReooep0zk2kM33,5
394,J Balvin,Yo Te Lo Dije,1sn3inOKDsXveSJsPNgkvx,0
395,Taylor Swift,Christmas Tree Farm,0EbBRKCmTICDoi5s1XGDfl,6
396,J Balvin,Morado,6wwRkcFlhEF9oHVvQhStZR,0
397,Workout Music ,Dance With Me (Workout Mix),0eYFocS3HIrC5HNKeAcD5n,5
398,J Balvin,Bajo La Luna,4c7tECazhVvnP9r4Byj0Bs,0
399,Workout Music ,Bang! (Workout Mix),0gTcU8Rq7vXWnKWSIllwZa,7
400,J Balvin,Machika,2WV7fO1CmMdE3SJsAmNdqq,0
401,Dua Lipa,Break My Heart,5D16vOkqXe1K4zvvbc0gMR,12
402,J Balvin,Blanco,1i3gy2fJJo4FCZwIkzfnH7,0
403,KOLIDESCOPES,When Friday Comes,7AVfbTHgBFSpZOlzeuGE8e,10
404,J Balvin,Tu Veneno,2SDdgaMTguqp7YJNfGDIcy,0
405,Workout Music ,Circles (Workout Mix),0vXhAhvDco8AJY6ijuLow3,6
406,J Balvin,Blanco,1XyZSLi5xZdVB4DM2gUgW1,0
407,Workout Music ,I Love Me (Workout Mix),7EYxiL19XeSHqqgQaIR757,5
408,J Balvin,Amarillo,3Qd8r2wSOB1ZyEHWolptHn,0
409,Workout Music ,Head & Heart (Workout Mix),0sovoTxdFr0ZSKNJozuQuy,6
410,J Balvin,Bonita - Remix,5DpFnWoLjoE9GtGpyycII0,0
411,Workout Music ,Pursuit of Happiness (Workout Mix),2fMPDxOwqBSf4tXuus5n7C,4
412,J Balvin,Qué Más Pues?,4cNoYdOrOUZIF00g3r6Dan,1
413,Workout Music ,Juice (Workout Mix),5qb3Xnxc8pttui5TIkOtNN,4
414,J Balvin,LA CANCIÓN,179MtoZu2V1BYJ13ohtVLX,0
415,Joel Corry,I Wish (feat. Mabel),4BHiwXCxZTMIWa9LgI4sPK,13
416,J Balvin,Bajo La Luna,7gHqItETrLl456Ls4W3iXD,0
417,Clean Bandit,Drive (feat. Wes Nelson),5wRDycGgfwUqWrfVwhesHy,8
418,J Balvin,Morado,2TaHtwGHzUcYjSjmESMANR,1
419,Workout Music ,Roses (Workout Mix),5tROTgR07Duilsv3YfgRUa,5
420,J Balvin,Gris,414n7DaDtSz5UzuCnI7sTR,0
421,Workout Music ,Numb (Workout Mix),6X0S7D0mwGZ4r45MJjwx3q,4
422,J Balvin,Safari,2LXQ4ztPxNPV3ZuJKfFbd8,0
423,Workout Music ,Breaking Me (Workout Mix),0m1rC89xohNhjdEAe6r4Rl,5
424,J Balvin,CUIDAO POR AHÍ,2wtwYmlxHaKlZ0BcqZMzdr,0
425,Diplo,Turn Back Time,6tI84CKlx0WUOCxPNtTOF6,7
426,J Balvin,Sin Compromiso,2fpIHNPWyY0uM7BDuZdiqA,0
427,Workout Music ,Heartless (Workout Mix),1XykCzH000ZgQZxUF8ZMyd,5
428,J Balvin,Reggaeton,4Jgd51q0PyBnGELipLxvHY,0
429,Workout Music ,Take You Dancing (Workout Mix),2la3BckoTWkbhVB6ebjwpz,5
430,J Balvin,Peligrosa,2PsFm24jJefuWssVSQYcAV,0
431,HUGEL,Back to Life,1aq8wSzrrAW6j8bqDPrxZD,6
432,J Balvin,In Da Getto,0TfvSsiPvEDmWnmTBhMzVk,0
433,Anne-Marie,Kiss My (Uh Oh),0bEb0XMuBCCZ8uZt2EvxBz,8
434,J Balvin,Blanco,17OvmMjNpQapomJODVLLSN,0
435,Workout Music ,Sugar (Throwback Mix),1PEwP7JXNH9yoEtTF3MvLx,4
436,J Balvin,Amarillo,3Hk9zzI3amb2WUHR4sG2OR,0
437,Workout Music ,Nobody's Love (Workout Mix),7yC6l15JOroUr3l15xwFfC,4
438,J Balvin,Ginza - Anitta Remix,0ZTbHJ7XD3OtJPJWXtTcMv,0
439,Workout Music ,Lights Up (Workout Mix),4b6yfwImbwdRQH8nmaxYoD,8
440,J Balvin,Acércate,65w4Ie6n4KRdwhBsjsTyKH,1
441,James Carter,Could Have Been You,6vfCKcXzISTVNVHMZVjnwP,5
442,J Balvin,Bobo,6wZjp86lyzSydFVvkdakFO,0
443,Workout Music ,Be Like That (Workout Mix),0tkWiOnFYZknIubdDw4Ayc,5
444,J Balvin,Rojo,7p8lHDLfZm1io3xh9b4oz6,0
445,Workout Music ,Teeth (Workout Mix),1SmD1rkVYEpNMrbHyOgFll,4
446,J Balvin,Sigo Extrañándote,66xWc27RrLk46oUo7I6eds,0
447,Workout Music ,Lola (Workout Mix),13Nog9q5qOfs8nv3I84Iyz,4
448,J Balvin,Ginza - Anitta Remix,1VeC2XtGKCv5YnUlZg0Lzh,0
449,Workout Music ,Shake it Off (Throwback Mix),1c4cAkpeCk5WGjo3AdMFuG,5
450,J Balvin,Ginza,1AyaQWT9SEVKisZ6EJnaIl,0
451,Workout Music ,Teeth (Workout Mix),1SmD1rkVYEpNMrbHyOgFll,4
452,J Balvin,Bobo,6IRgKXbFDNCDsup9Gsk355,0
453,Workout Music ,Lola (Workout Mix),13Nog9q5qOfs8nv3I84Iyz,4
454,J Balvin,Noches Pasadas,18hOc65ljqXdX6aGTBFtfM,0
455,Workout Music ,Shake it Off (Throwback Mix),1c4cAkpeCk5WGjo3AdMFuG,5
456,J Balvin,YO LE LLEGO,4ThKmCpkrw2g8HkJnemLjS,0
457,Workout Music ,Rain on Me (Workout Mix),14ai0J4YmYBKdZS3BNQUDv,7
458,J Balvin,Amarillo,7oTlIARqdpmXdcbdomlSkW,0
459,Workout Music ,Be Kind (Workout Mix),0cHt7J6ipCyl6rAiuAzxyE,5
460,J Balvin,Morado,7weGLR1HPRrTBQtMrMFiUc,0
461,L.A Band,Don't Go Yet,2WdjBdAFTzwmNVhmOCwhSL,4
462,J Balvin,Safari,2rsTQsPPDKikU48M9YKNU9,1
463,Workout Music ,You Broke Me First (Workout Mix),2ve1AattJ89Vwqv5VefMuu,7
464,J Balvin,Bonita - Remix,6ARVDZwjAifcuQRGjcreGU,0
465,Workout Music ,Midnight Sky (Workout Mix),40C08xabUS6a1bfebAw7Ea,7
466,J Balvin,Amarillo,4ajpKI5wsaL8JtOYEeifew,0
467,Workout Music ,Goodbyes (Workout Mix),4RNePkrnA2QMdJ2h5tfGiw,4
468,J Balvin,Sigo Extrañándote,213Zhbd7k0wXC4oJ5OOiXG,0
469,Workout Music ,ily (i love you baby) [Workout Mix],4hELqNgMSBQ61MhsA4wn78,7
470,J Balvin,QUE PRETENDES,1x3TfA9KPCM6iSOeQk4dok,0
471,Workout Music ,Dakiti (Workout Mix),6ZrPBppSfZEeeNJJF7541b,6
472,J Balvin,Azul,0BREbTIAaeO68oVVN33Zis,0
473,Robin Schulz,Young Right Now,4IPKCyPnd83RyvBOna7kM6,23
474,J Balvin,QUE PRETENDES,5IoAMsLs2TVEZIfCSimnMn,0
475,Workout Music ,Uptown Funk (Throwback Mix),1iYTM3SvtyA31qnQrx9B8s,5
476,J Balvin,QUE PRETENDES,7vvmNFBf9FIkOS8ZHKMNla,0
477,Workout Music ,Kings & Queens (Workout Mix),3DEDKI9N8V65MF9Vepn5Qe,5
478,J Balvin,Ambiente,00jli24JzUmdd6HiKDdOVH,0
479,A7S,Nirvana,2Eh47XLOCePjZAPksuzUUz,7
480,J Balvin,Ginza,4a0Orx47exaLmsslm1JnYk,0
481,Zahrah S Khan,"Kusu Kusu (From ""Satyameva Jayate 2"")",7gw7wPsxGxAlDOa8pw9fMO,14
482,J Balvin,Ay Vamos,7xyHzlJCO6Wyj866EKGN00,0
483,Pav Dharia,"Najaa (From ""Sooryavanshi"")",6MKQi0zNFXixBVFTNl5CDI,8
484,J Balvin,Cuando Tú Quieras,4H7yzIPBL5f3tGb6RsgdX1,0
485,Chinese Yang Qin Relaxation Man,Gold and Red,0wDDNKH7l9sror9y81PQPw,13
486,J Balvin,Morado,5wZTrXJfUpojiDZ5GPbe8D,0
487,Badshah,"Slow Slow (From ""Slow Slow"")",2476G80jSDBPv2hXi6ihal,9
488,J Balvin,Amarillo,35uBKtOevcdR0s72Hnwk1c,0
489,Chinese Yang Qin Relaxation Man,Incoming Luck,67smctcykH1ujBKwlRLfvM,4
490,J Balvin,Machika,6fVjcPxJ50BUNkyDR2ptOs,0
491,Oriental Meditation Music Academy,Peace in the House,7J8gewN1hw8GyZompu82Ff,6
492,J Balvin,LA CANCIÓN,6SgIdq71sB7cLetDXCxfPR,0
493,Oriental Meditation Music Academy,Good Fortune and Happiness,0E5QFE2fz3olBIxuwFuRLF,5
494,J Balvin,LA CANCIÓN,4MnURPDLHyzgIEP1UiZ8J2,0
495,Oriental Meditation Music Academy,Red Decorations,0sYF1Gq2dlerrDZOyrvIbX,5
496,J Balvin,Peligrosa,6LwnIUtXgwmSRsSm1pyS3H,0
497,Chinese Yang Qin Relaxation Man,Happiness and Wellbeing,2Ob2quUQSj6JVXWiLpMATe,4
498,J Balvin,Morado,05lmnUOJjWY0hStWqnBJXW,0
499,Chinese Yang Qin Relaxation Man,Cleansing House Music,6wUIJzeek0ZdfbnqwZHEx2,5
500,J Balvin,Ginza,3fo5hvmanCYvqb74UE95a6,0
501,Oriental Meditation Music Academy,Oriental Spring Festival,5m6IWzeYArswfffqjNp5Hk,6
502,J Balvin,Machika,7lYL5ggyepe0A373Uga4TZ,0
503,Chinese Yang Qin Relaxation Man,The End of Winter,7kQDbSkQe5CvinK4hfcRzw,4
504,J Balvin,Rosa,7upMJwhmKjMINx9qIypyku,0
505,Oriental Meditation Music Academy,Red Couplets,3VqmMMDLeHOmDngLsDUXe4,5
506,J Balvin,Machika,0mIIafKGJarVwCd7bEaVUV,0
507,Ibiza Sexy Chill Beats,Our Dreams,4NaT7XwXm7xRJa5pyYbWyP,3
508,J Balvin,Yo Te Lo Dije,6ajej5SZlILQiXbqw6H1yq,0
509,Sexy Chillout Music Cafe,Secret Paradise,44VdqYJoTUJt3SoHN57k21,3
510,J Balvin,Sigo Extrañándote,4XR5v08CLhRRKgbNdC0F6k,0
511,Ibiza Sexy Chill Beats,Good Atmosphere,1GD010dQHPUXBoKW5qxTpe,3
512,Denzel Curry,Walkin,646sbFnyVg1trhqqxqFUJg,77
513,Dj Vibes EDM,Chillout Party Groove,0C4pBISYfOyxzSNMJC7cjY,4
514,YoungBoy Never Broke Again,No Switch,1leClpvy2MkzXQNXTgSFZ2,49
515,Sexy Chillout Music Cafe,Lazy Beach Life,0CBkPnNv9hEW13JxreFLba,2
516,Rex Orange County,AMAZING,6FtIK0IkmG33lKbc1pyAlZ,77
517,Sexy Chillout Music Cafe,Euphoria Nights,19FZbI96eTt88nOJP5dKZX,3
518,Kodak Black,Let Me Know,63gfBuiVoBne4Xhvb5H7d5,68
519,Dj Vibes EDM,Erotic Ibiza Night,6xGZWLd8cZMiaoKBjBogeq,3
520,YoungBoy Never Broke Again,No Switch,5KVeFmzPMSkzbC1jEQyo33,47
521,Ibiza Sexy Chill Beats,Sexy Electronic Vibes,5agVZfnYwJwQeTiunh4Wum,3
522,Yeat,Doublë,1cfhlm0L8NXdQW6h8iMjxN,71
523,Chinese Yang Qin Relaxation Man,Full Moon,0hBexExiM2ARSoLVwaFlgD,6
524,The Weeknd,Starry Eyes,6zzdyvVWjGrQBraSvuqJPY,80
525,Chinese Yang Qin Relaxation Man,First Days of Spring,6almt0R3UO2ZxPYxrdfyXw,6
526,Red Hot Chili Peppers,Black Summer,3a94TbZOxhkI9xuNwYL53b,83
527,Chinese Yang Qin Relaxation Man,The Story of Nian,0eHZNH7zGyrXgpNmOdjMad,6
528,DaBaby,Neighborhood Superstar,0lTqQTHcYb0RzGa5STjVrf,69
529,Modica,Intentions,4I6zAgnRo2u2WCNuM3FYi6,5
530,Gunna,25k jacket (feat. Lil Baby),6tsVFchreYTt2OPXSOoFCX,76
531,James Malco,Be Right Back,2NE7XRXlM1sqdSj0WGIheO,6
532,Fresco Trey,Need You,5FkBoG7xkb0pPkaO8rS5td,75
533,Chinese Yang Qin Relaxation Man,New Beginnings,0UmmdzuNJxIQzEPptFU57s,6
534,Tai Verdes,LAst dAy oN EaRTh,0fVDu1evgjX9CFD0cmuRrM,83
535,Dezraud,2022 Year,4SQnKUsUz8pNWLuc6r6eJw,0
536,Paper Route EMPIRE,Proud,6yOM87h9akcg1iYT5p66Av,74
537,14Kworldd,Year 2022,6Bgu57VdblgnBL1mfipOeb,0
538,Lil Baby,Drip Too Hard,5lXKq8lSxSjgZOmq6xXkhq,0
539,The Gentle Rudra,2022 Change Year,0AAL7WTV00TyUNEvJ8KnDW,0
540,Pusha T,Diet Coke,3BMG9dnjNymT1OGUXQTAXl,77
541,BodySheikh,New Year 2022,0H9qqi1F4zEf1rBihJYAq7,0
542,Kodak Black,Smackers,4s0nTw1JVoH0xV3bksuh6C,66
543,EgorGreg,NEW YEAR 2022,2VAQWz6SSt1PiaH0ijECJz,0
544,Kodak Black,Back For Everything,07l80vtpJz1t1y4woqdzal,66
545,Papo flow,New Year 2022,2J17jThqao1YSd5d2saEC2,0
546,The Weeknd,Don’t Break My Heart,6a4GH1gljLL7VvmO9u5O92,79
547,Alice Dude,2022 New Year,2VmjxrV3VTX3RqRI1d1OUo,0
548,Kodak Black,I Wish,5c5jh86Kat4XkgycuKsDqp,67
549,ONE ABE,New Year 2022,6lsdvTKIwk4o14seDDL6CH,0
550,Billie Eilish,bad guy,601RQXgjQsBTvz4vOguVCq,0
551,Winter Jazz Cafe Lounge,new year 2022,4J6Soyhph3YwSwC2W1IyZ3,0
552,Billie Eilish,my future,5Ni0TBvkol4yRYQc22DAJo,0
553,Dj Drew,new year 2022,5GUoP494K5evBGsuPovuOt,0
554,Billie Eilish,Bored,1K9qIEWfOAGuIhx4gSEe5p,0
555,BOLUSHEWSKY,New Year 2022,0yWQuMhYzqMXTR3AhtpTrx,0
556,Billie Eilish,bad guy,5oexOjiYncOw3Mq5eEi3DV,0
557,MAXSIM,New Year 2022,6psZjptH7wLjpkKrUuO8D3,0
558,Billie Eilish,all the good girls go to hell,0tGtXYZ5E1ueMOqjurAnZG,0
559,Magnivious,New Year(2022),6c1LHJ5N6cxHtRf5JmWmg0,0
560,Billie Eilish,everything i wanted,5spj7u4tdD2ZopwWQYHWoU,0
561,Новогодняя музыка и Новогодние песни,New Year 2022,5UkxnMPTEhWjiFqGKW5Pwc,1
562,Billie Eilish,lovely,2mjnsU27pQTG8DUZQFsDmC,1
563,Rinku Meena Nangal,New Year 2022,5LSO7QvpObO2XN0ZANZKdl,0
564,Cordae,Chronicles (feat. H.E.R. & Lil Durk),6oOJL3xj8zRz6URS0SwlXC,76
565,Rays Aero,2022 New Year,23nzl9acUaj1ukKvThojnG,0
566,Jason Aldean,Trouble With A Heartbreak,4lSNyiHil3tuiwtvEpN1qq,73
567,Ifthikar ismail,New year 2022,1YTAkFzXvaGfBcSRztegPj,0
568,Doja Cat,Celebrity Skin,66bLKGXOk3kPWWHP7Tbrki,77
569,EL Medyko,New Year 2022,35gEdDLav54uxoTOwHCq6t,0
570,Kep1er,WA DA DA,4gdiCHNbwugojBqr5Jt3pq,85
571,новогодняя музыка,new year 2022,5YSruNRsIZIseVGBmKcvlD,0
572,YoungBoy Never Broke Again,Fish Scale,3mEV5HCSzchjEG5NwLC0IR,73
573,Blu Music,New year 2022,7pwWIKxx6kcTJfaCR4ksjC,0
574,Charli XCX,Beg For You (feat. Rina Sawayama),50ZFpw2wS6ERvLmW8TINhq,81
575,Oasis of Fit,2022 New Year,5tavNnbEGhIG9QtKKKk6uV,0
576,Maddie Zahm,Fat Funny Friend,4eaSY3ucamesaARYBsLfz2,78
577,phaso,new year 2022,10O5TXa940MBkSntYGlpss,0
578,Kodak Black,On Everything,3SgWgfBoO5JCJnpCwKd9DM,65
579,Ujwal Star,Happy New Year 2022,35g1Gu7v5Do3BsaF371Qwg,0
580,Jessie Murph,Pray,2gbRKKSyW7e7vAkyvrJkte,80
581,Emility,Happy New Year 2022,1RLj2ye9XSfxxgGfccVIHt,0
582,Kodak Black,Purple Stamp,5vZqcDWLyN1GE7GibqcI3x,64
583,DJ aL Sasaja,New Years Style 2022,03xVNiztPmpWWQTrgDzjHR,0
584,Imagine Dragons,Demons,1vzvDdnjMow0KxniA5VesQ,0
585,Bapi,New Year Masti 2022,40t4mSM4jSM2kINGypyjvn,0
586,Imagine Dragons,On Top Of The World,4uyNmH36LIMLWZx10IjNha,0
587,Pintu Bhanoli,HAPPY NEW YEAR (2022),5O1nPIPKVG4PrfumePU86i,0
588,Imagine Dragons,Demons,6aVJhUcW6dKTFFFOc9JZUE,0
589,Abraham Sote,Happy New year 2022,6N2UWsEpjZen0YNoy2DSGH,0
590,Imagine Dragons,Radioactive,4sm6SUtcu7wQs5fnOnu87v,0
591,Atul Singh Anmol,Happy New Year 2022,5Ai3N1WrNnJx3cTNINLP0D,0
592,Yeat,Rëal six,6CZCmIHLKm9lK66j5xDt0X,70
593,R1Fmabes,New Year Cypher 2022,3Dqzp1wKSrw3r0uGq3Kw9f,1
594,Imagine Dragons,Believer,5FemtWVm5EMWC2qZPa7khQ,1
595,Shaithan khatana,Happy new year 2022,4P5kp6oZLXD9WKDepOTkfw,0
596,Imagine Dragons,Thunder,7eieFcS5AOCodfenYnqRx0,0
597,DREAM DOG TWO,New Years Eve 2022,5BInc1KwcRJeDZILFPOY6x,0
598,Yeat,On tha linë,37nYSBS0MfRCm913QwCCYo,70
599,Mayrobeatz,Happy New Year 2022,6ncNp9KDM852f2zr5ImDb9,0
600,Yeat,Nvr again,4J7IUiMAbCEBN15c2ekiDh,70
601,Manish Lotan,Happy New Year 2022,1SZbxkcd55aNe8VADLtaL1,0
602,Kodak Black,Grinding All Season,1jadydWtmjFcdlGOi0G6ci,64
603,Gym Workout Downtown,2022 New Year Music,3mrTlnY73J5tUl5QvBjvxX,0
604,Yeat,Luh gëek,3NRpNPJmhZF6VbSr769oNn,69
605,Emility,Happy New Year 2022,6OeG5JyCIBhHfPPx2l2J1K,0
606,Kodak Black,Sink My Ship,4sNYF3T8nOhhqV5IBqrWke,63
607,Shyam Kr Nag,Happy New Year 2022,1aYprhB3o0SsMcH4HzXqvW,0
608,Kodak Black,Elite Division,5HrpjtKpx0LFGZgWYEOZWO,63
609,Dj Live,HAPPY NEW YEAR 2022,2cMay3bfRpyFkfTbOaxwgS,7
610,ROSALÍA,SAOKO,2J3oaXTqKjGGHCOQLeBnBA,84
611,Chhotu Ojha,Happy New Year 2022,7p5vKzhof416ceE2K4CqKA,0
612,Kodak Black,Midas Touch,4AH2lSWLVoMvbOHvHxa4i4,63
613,Asheem Mangoli,Happy New Year 2022,5QD5ENdP1kBrUBuxc3WWwV,0
614,Kodak Black,I Wish,0FmKMGrNrrf12GmmCYh2eJ,63
615,Tiny Frank,2022 a New Year,648OP442D4VLDyrvaXYuNp,0
616,Ozuna,Deprimida,41yHlQmNvtjRpoexYcSyJp,79
617,Parmish Verma,New Year Mashup 2022,47cPZl4HLdo4mwH9kSb8m5,17
618,Kodak Black,Super Gremlin,1Y5Jvi3eLi4Chwqch9GMem,63
619,Raju Bassi,Happy New Year 2022,3IerlCd1GzTJeP33x6IvsL,0
620,Bailey Zimmerman,Fall In Love,5gVCfYmQRPy1QJifP8f5gg,72
621,Hero Alom,Happy New Year 2022,1WzYhESGQOrYBKrAj6GVmT,2
622,BabySantana,off the leash! (feat. yvngxchris and Luisss),6x3BWyMi95035qz5pB8snv,74
623,Deeper Voice,Happy New Year 2022,2LKLMV7XhXexPKb8XXHzy2,7
624,Kodak Black,Take You Back (feat. Lil Durk),1WrVBzjNuyDBqh0kXHFsCr,63
625,Deejay Sandy,2022 New Year Countdown,1upK67kXLAIhZkoDyjDlz1,3
626,YoungBoy Never Broke Again,Bring The Hook,2Sc8Vpb2cK0NYHaIkjBR5p,72
627,Alessandro Pintucci,2022 Happy New Year,2kscVFXigP695dCNBOtaOw,0
628,Kodak Black,Vulnerable (Free Cool),0hMm6YHAdfsSDrJ8nG6eNW,62
629,Nemar Bhati,Happy New Year 2022,3VjFMQklkiDeuAsO9xZBU7,0
630,BoyWithUke,Long Drives,2jDrRaea7deXVEt4JmpvBU,79
631,Pintu Meena Pagal,Happy New year 2022,1pAOTKQFUQIjBR60feKtjA,0
632,Yeat,Rollin,6HgnSE2dp85gUO3KVgJL3b,69
633,mousseur,Happy New (2022) Year,1swow7Ttp74rNaPtZfRxe6,0
634,Kodak Black,Omega,2eabPsdXKwyRw7kgsANPKx,62
635,Blu Music,New year 2022 beats,5ecFuz0JicEE8uZgb8LZXp,0
636,Zach Bryan,From Austin,3X0V4uEujns3TlpoDa2TvP,71
637,Milky Music,Happy New Year 2022,0BHTFitWhNp1vABJOrMRHM,0
638,Kodak Black,Super Gremlin - David Guetta Trap House Mix,2V1VtN40USvW2d4YcnoeiX,64
639,Jack Bossa,New Year 2021/2022,7MmmLeBY8t6TEJALBHGiaX,2
640,ALTÉGO,Toxic Pony,6QHXcb0eFwOKZOZ9bOFmxm,81
641,Asheem Mangoli,Happy New Year 2022,6hp2AN7ONMZ87U2LHQDvQU,0
642,Kodak Black,Love & War,293mQGfVwgXIOdA1GpiwAt,61
643,Dj Ramesh Jobner,Happy New Year 2022,2Ks0HajHfrq13z7d82VRBk,0
644,YoungBoy Never Broke Again,No Switch,54COqDgfYUv07Kytm2Ndof,72
645,Uttam Kumar Mondal,Happy New Year 2022,6QY5oOHduTJ0f4dSrMYYNO,0
646,Kodak Black,Hitting Houses,2AU2JZs3dgfqt5bxkTmAtS,61
647,Blu Music,New year 2022 beat,3VtDWQeEAnahPezPy9Kh5d,0
648,The Lumineers,WHERE WE ARE,7l987hjMH9FBNXBE93Hrs7,72
649,Dinesh Lalpura,happy new year 2022,0uTuKFAYFJNBZHw4Xfeesq,0
650,iann dior,thought it was,3x1h0lsx1i2v9cUWnZssBa,77
651,Freddy Fri,2022 New Year Motivation,5kDOpWgJbETHwAe0V4cEAm,2
652,Coldplay,Adventure of a Lifetime - Matoma Remix,0gveYnEVO6QTn5XF7SJVh5,1
653,Vishal Rocky,Happy New Year 2022,1KgrAZwlNOAvVlbvAdfpmJ,0
654,Delaney Bailey,j's lullaby (darlin' i'd wait for you),7LNm1oWd6PniO9wRYpNY5o,75
655,SHKODIN,Happy New Year 2022,3gPhlfzWkPAEALgG9mjSiN,0
656,Tove Lo,"How Long - From""Euphoria"" An HBO Original Series",05eZlxyjbkHMPCnunUasCS,80
657,Ckv,Happy New Year 2022,13xOeEkOV2m7RB4WRnwD9X,0
658,Kodak Black,He Love the Streets,2e0HyOjm3Bze3Ri0tz3Uag,61
659,Mr Gurudatta,Happy New Year 2022,3bJzNkmMVfeAR6d8fYZscM,0
660,The Weeknd,Dawn FM,6krYS8KtmNAYyb5uTZiYW4,78
661,Ckv,Happy New Year 2022 - Instrumental,4QqTRs6DNWttil2dBRtvd5,0
662,Restless Road,Growing Old With You,5n4kMW5dn7MHFhXQuJb9zG,73
663,SeaOhDeeWhy,2022 WILL BE MY YEAR :),7D8u0a09CqFqk2yNYotL3V,0
664,Kodak Black,Love Isn't Enough,37zqDDDRlVCYrH2MZSvpbB,60
665,Sundhed Dj,For the New Year 2022,7hIDRm6MT8KeFs6SWD4Liu,0
666,Yeat,Jus bëtter,70B3eWw0ivRKxEvbbHQcjs,68
667,Paul R. Cuddle,HAPPY NEW YEAR SONG 2022,5dt5N8io9CXsIXHsgfdBE9,0
668,GOT the beat,Step Back,3LCwQoTrdQgHsGJE5gGVqx,85
669,Shivam Kumar Dutta,Happy New Year Song 2022,5fRczBglx7gY4SJgz50ytt,0
670,Yeat,Taliban,0MxEnGqgMlVZn0lD1k61kR,68
671,Anıl ünal,NEW YEAR-Anıl Ünal 2022,2H7p2ywhY1p4esonvQ1yFY,1
672,DaBaby,Hit,7aZrmPqodHy4qlKeyjAgDQ,73
673,Rays Aero,"2022 New Year, Pt. II",0MfvLaXmlCdPHljRohkV4V,0
674,Joey Bada$$,THE REV3NGE,2qvc0vB4AAW39DR9j6vXa1,75
675,Kushiram mandawra,New year 2022 sonu badolas,1JYPdId8v9Nm8h9LRnTUvM,0
676,DDG,Elon Musk (feat. Gunna),6g6FfeozIEkVUXecpSq16Q,75
677,Holocron Music,Happy New Year 2022 (Fireworks),3DtnExfxTbQp0J6hJx0DzV,0
678,Yeat,Gëek high (feat. Ken Car$on),10pKRdCsckIx7jdrR5IFec,67
679,Rays Aero,"2022 New Year, Pt. III",2tmOvHkizQ3ASAL6lKw149,0
680,NLE Choppa,Push It (feat. Young Thug),1s3etXt5RKVEuC14ugwmHy,74
681,Rays Aero,"2022 New Year, Re-launch",1rMinnZCaO1e4elEl9V6Ua,0
682,Saweetie,Closer (feat. H.E.R.),1dKe9VEGUSNfzn5MDvm6SJ,75
683,Sk Antu,Happy new year song 2022,2rDD4pdsGlpKEz98rFU9Uf,0
684,Diplo,Don't Forget My Love,2OZZpID4LgZ0GGm8XB99e3,74
