,artist_name,track_name,track_id,popularity
43,ABBA,Happy New Year,2PfHShbickBdLYpXWcRQDq,25
44,Ed Sheeran,The Joker And The Queen (feat. Taylor Swift),6N1K5OVVCopBjGViHs2IvP,89
45,Johann Strauss II,"Persischer Marsch, Op. 289",6nFdjYo1hSmGPSmKiqFjN9,32
46,The Chainsmokers,High,3t4KHjd8uQpJJ2fa0fRIpR,86
47,Johann Strauss II,"Morgenblätter, Walzer, Op. 279",5aEWmo58rXyIpeK4WSWqeu,32
48,Jung Kook,Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep,92
49,Jyc Row,Year of the Tiger (Equestria Spring Festival Celebration 2022),7k3vvF7gbBVW9ejRn0zBOU,17
50,Gunna,Banking On Me,7Fege3yv4dvehB3NdRBGwI,81
51,Johann Strauss II,"Phönix-Schwingen, Walzer, Op. 125",332ERDsBLIekg5IZDwb2tB,32
52,Machine Gun Kelly,emo girl (feat. WILLOW),2AAyBZmMVZSZfgzXRYJOWQ,83
53,Johann Strauss II,"Champagner-Polka, Op. 211",0ceAZnQanR0on8E9HLmZK2,30
54,Nicki Minaj,Bussin,7lcI4X8RZxK4zIknJcwpBq,82
55,Namito,Feuersee - 2022 Remix,25jKHAwh2TRw7J8LcFqfsl,19
56,Lauren Spencer-Smith,Fingers Crossed,3yMC1KsTwh0ceXdIe4QQAQ,86
57,"Joseph Hellmesberger, Jr.","Kleiner Anzeiger, Galopp, Op. 4",1pkC7ik3IwiwIoLSgzqYRD,31
58,Taylor Swift,Love Story (Taylor’s Version),1iFzoC2oc04dIyLk9qdsPe,0
59,Josef Strauss,"Die Sirene, Polka mazur, Op. 248",1bEgBgMIfdpvw0HcCapAks,32
60,Taylor Swift,Lover,07eA2aoHezW8MrMqBwEJ1N,0
61,LMFAO,Party Rock Anthem,0MHZpGOPZhiBKxR40oRmXj,26
62,Taylor Swift,willow,4SbVtNX5Dc69HyWxMjVaTc,0
63,MEDUZA,Lose Control,5BeVk8Kqt0ZY9EMoWI8zfS,23
64,YG,Scared Money (feat. J. Cole and Moneybagg Yo),4heBcjj4Lw3X2sQVFNbLbz,80
65,Carl Michael Ziehrer,"Nachtschwärmer, Walzer, Op. 466",6oQ2HG7O0qGc3OLOjP7VRi,31
66,Jennifer Rojo,Consentir - te,07g1HnFexnp4x5eBEzTRaP,77
67,Eduard Strauss,"Kleine Chronik, Polka schnell, Op. 128",6pRgYY5NtiwCNQ4yT2jAXQ,31
68,Russ,HANDSOMER,4v1TTTCadimzZkTuDTnYBc,80
69,Black Eyed Peas,I Gotta Feeling,0teThZJXIAJigFWFCHhRrU,25
70,$NOT,Doja,3zpGLSQ8QbbUnNjweWPLMD,82
71,Last Year's Man,'Neath the Harrowed Sky,4fLc4EG3fjEvS7l1qiI22w,24
72,The Weeknd,Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,84
73,Johann Strauss II,"Tausend und eine Nacht, Walzer, Op. 346",4Phjc732ZJc6In2gHETidu,30
74,Rod Wave,Cold December,6UAy9xYeTWjZB7h05p83e9,78
75,Johann Strauss II,"An der schönen blauen Donau, Walzer, Op. 314",0DSg1rFnpdc9RhNKCYOF3s,29
76,SiM,The Rumbling (TV Size),0KCSJzsQVxkloxoT7dyrqV,85
77,The Jackson 5,I Want You Back,6MD0SRIDE7WU06BafJTPte,24
78,Future,Worst Day,70pwY1UfPmSVE3ybPjFy0p,81
79,OneRepublic,Counting Stars,4NRBjAMDh8layJcLqlTF47,24
80,Benny The Butcher,Johnny P's Caddy,6AshXllQhobwSXsdpgp41w,80
81,ARMPIT TERMITES,NEW YEARS MIXXX: TIME 4 2022,3Uskm1BFladbHCBqQSxbKl,8
82,The Weeknd,"Here We Go… Again (feat. Tyler, the Creator)",1NhjYYcYTRywc0di98xHxf,82
83,Josef Strauss,"Sphärenklänge, Walzer, Op. 235",6QwCELMdagz2bIUl31L2GE,28
84,The Weeknd,How Do I Make You Love Me?,2Ghp894n1laIf2w98VeAOJ,84
85,Surfaces,Sunday Best,1bpA48rYxsGsien5giUBdZ,23
86,Yeat,Poppin,3wn8nOygkHLUQ9dlXM1rKW,77
87,Demi Lovato,Cool for the Summer,1PAP2UgQvOdrJ3vrUdudCi,17
88,Sueco,Loser,1GAIibUEoZjvG4QsrabVWc,79
89,Avicii,Wake Me Up - Radio Edit,1qtBLES6SONpxdNA81dI28,22
90,Dr. Dre,Gospel (with Eminem),3a2jFwnts4Cf0OwJbK61SL,83
91,Maroon 5,What Lovers Do,1gK8KWjMpKy5P2erOyd6pO,24
92,Justin Bieber,Ghost,6VDr4Cfl99n8xMkwNYuVnB,0
93,John Summit,Human (feat. Echoes),1AatidzO222c3WmKYKofRk,16
94,Justin Bieber,Hold On,3NlA3P4C3GnWoQjZrIZ1Y7,0
95,not applicable,Neujahrsgruß / New Year's Address / Allocution du Nouvel An,2qhgPZk7v1U3KbOZhGKdAG,26
96,Justin Bieber,Ghost,2TTAM0Ve3iAsqyiyld05vZ,0
97,Eduard Strauss,"Gruß an Prag, Polka française, Op. 144",6BvRZg33RmaKkZAajlik3z,29
98,Justin Bieber,Love Yourself,4IFJMcTBYv3TKAkimj7JnK,0
99,Johann Strauss II,"Auf der Jagd, Polka schnell, Op. 373",0NQlZbWIFXIkKIhFsMH1ZI,29
100,Justin Bieber,Peaches,7LABwwqqUHa8cfPesNBEpD,0
101,DJ Snake,Loco Contigo,0SsArKudK0oLud8nXMRfN9,22
102,Gunna,thought i was playing,5dqeWGM9sqLd5bZhyBikrZ,78
103,Johann Strauss I,"Radetzky-Marsch, Op. 228",6VB4GnzupnwBCA17kQFqdw,28
104,Lana Del Rey,Watercolor Eyes - From “Euphoria” An HBO Original Series,1G1R0XgChe18Zr1o6tlmN6,83
105,Professori,Children 2022,14rIuV6tVxl4BoxElWK5OX,13
106,Cordae,Today (feat. Gunna),7z3rc7SCgjbAztt1cbXkVj,78
107,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,3GDt1DsJFlRNbLPUbSdeMx,22
108,XXXTENTACION,vice city,6MOst484piqXpzPPRRe8i5,81
109,The Wanted,Glad You Came,2ojHsrbZaaoumDQKgdsusa,21
110,The Weeknd,Take My Breath,2vgUijXOTRMnWXDtvgMp2b,83
111,Jessie J,Price Tag,2hX4Y6IpShMsHn1P9ceE4D,22
112,SiM,The Rumbling,6k0X05danQOXSBTVek5DU1,82
113,Crazy John,Bull in a China Shop,2hTnq1DpU4f8wNR4CuUkDo,10
114,Mother Mother,Hayloft II,0kYMwaQWABTkFff8AZjmYI,81
115,Guru Randhawa,"Dance Meri Rani (From ""Dance Meri Rani"")",1c3aklQsFCwptZyLcvE2oe,24
116,Juice WRLD,Wishing Well,0iCosltnyoEFGo1QEnGbNp,0
117,Sean Paul,No Lie,7tEk0lnzfowgegtKXxygH3,22
118,Juice WRLD,Lucid Dreams,1tSf8YLVE0ndYfIvljc47w,0
119,Stevie Wonder,Superstition,4BfXCYu7B2GBe70D2VQl6h,21
120,The Weeknd,Best Friends,1E5Xu8dur0fAjSP1VpVhAZ,82
121,Workout Music ,Rise Up (Warmup Workout Mix),6hnwbz6odadbu3bmMUHEv4,15
122,David Kushner,Miserable Man,6gPPoRYJwCsoB2VVdPJfmo,83
123,Workout Music ,Blinding Lights (Workout Mix),1Ihpps7NA0Qhu3uUa3x7K6,15
124,ENHYPEN,Polaroid Love,5elW2CKSoqjYoJ32AGDxf1,88
125,Tiësto,God Is A Dancer,4G7gJtXJJ4IIzmGEX8HJ8d,21
126,NLE Choppa,Shotta Flow 6,4GKHIuAyQBWSvrVxoej52H,77
127,Diana Ross,I'm Coming Out,0KfKbafliCudjGyo7Pjmd3,21
128,Internet Money,Flossin’ (feat. YoungBoy Never Broke Again),3zDMTxEANpj6hedyCrHXBg,77
129,Zeekonthebeat,Happy New Years 2022,5bOP7QNXOdbaIP5uyN8Jrv,5
130,Tyga,Freaky Deaky,3vySEUpD0tc801F2WZDLYw,79
131,Workout Music ,Easy on Me (Workout Mix),2BGGgxDFHRyyzvjjKzbEUl,15
132,lil Shordie Scott,Rocking A Cardigan in Atlanta,0N0h5lXc4HOiLgGb9EZi8m,76
133,NEIKED,Better Days,43B38XWoAqlxs56j9u2B1C,10
134,2 Chainz,Million Dollars Worth of Game (feat. 42 Dugg),3IZWCcD1FYpyeY3ki2VUmL,76
135,Workout Music ,Beggin’ (Workout Mix),3aSEwDuVlabNvITpOKkiwT,14
136,Rex Orange County,KEEP IT UP,0ioTTk5l0Zz7Oh48qEocgj,79
137,Chill Work Music,Chill Office Lofi Music,5rvsRrcoPW57LP6tyBgHxH,9
138,Yeat,Rackz got më (feat. Gunna),0Pq8CSHDXInMK8atOkWSAv,74
139,Professori,Night 2022,4lO5Pvv6GJOcgB6syGWMQp,10
140,The Weeknd,I Heard You’re Married (feat. Lil Wayne),5XbA7TAqsD0fj0dGBrbb0D,81
141,Workout Music ,Cold Heart (Workout Mix),4rtAK47x8GeyUC5cxgFJzo,14
142,Kid Cudi,Want It Bad (with Nigo),6PzDwzYlw2gH6pYFQqNnFA,75
143,Chinese Yang Qin Relaxation Man,Chinese New Year 2022,2ttitnVnTlfh3xYDuFUK8Z,7
144,Bruno Mars,Love's Train,60gTdTwaNtGAzIxKfeGVfJ,80
145,Fazilpuria,New Year Mashup 2022,2vHxqsn7wx28aEuaKz8MgS,8
146,YoungBoy Never Broke Again,I Hate YoungBoy,3itijJswMR7p7RbfqlYf1Z,60
147,Sunday Morning Jazz,Happy New Year!,2Q7PLag4LFqOB4Rta73Hxv,9
148,Yeat,Outsidë (feat. Young Thug),6OSjW5fVkuBeBdJ7mAzDyE,73
149,Sunday Morning Jazz,New Year's Resolutions,5lA9sILUX3Ie2XrXSGtHrU,9
150,Maren Morris,Circles Around This Town,13G5xv1wUKvJYbK0wYmioN,75
151,Elton John,Cold Heart - PNAU Remix,4Rfyd7l9GhfpOvpKAaVg8S,15
152,Labrinth,"I'm Tired - From ""Euphoria"" An HBO Original Series",6LtHYDgYHRCHoKK3snfr2w,78
153,Sunny Hassan,2022 New Year Party Mashup,3Ykwfbeeo1jo5r5H7vToDV,9
154,Kodak Black,Usain Boo,4N20NYwhJRArlzEhdCKXka,70
155,Club Killers,New Years Eve 2022 Countdown,6RVoGOMEywzerRieiw5t9m,8
156,YoungBoy Never Broke Again,Mr. Grim Reaper,4ohUm21eBxGXr22E3tFia1,59
157,Workout Music ,Stay (Workout Mix),3PDG31h8lEYM653ayKIaXV,13
158,Nigo,Arya (feat. A$AP Rocky),0Rq6JJwpZ9f1SU6Cfhgjv7,79
159,Workout Music ,Heat Waves (Workout Mix),5I64qCyYrFPBRWN00zUkVe,13
160,NLE Choppa,Too Hot (feat. Moneybagg Yo),3RceLAxBxCr8HihEVC24K9,76
161,Ava Max,My Head & My Heart,4VAZH3smXXFMH2BGSP5RhU,15
162,Falling In Reverse,ZOMBIFIED,2ib8fuTavdc48X6MjhE4Ft,78
163,Workout Music ,Bad Habits (Workout Mix),67scmhrpM0jxO5Uw8zbL8q,13
164,ODESZA,The Last Goodbye (feat. Bettye LaVette),4XeIiGpUBshIfs9yrBDVZC,77
165,Workout Music ,Save Your Tears (Workout Mix),2OJFOYPQaSpLraDb2nqCme,13
166,J Balvin,Amarillo,5N05ISJVk9bNL9xAfP268T,4
167,Wes Nelson,Nice To Meet Ya,1pDJKXAyPzyMwBKwLlQzJ8,14
168,J Balvin,Yo Te Lo Dije,0vNB52plhyFVDyX9MNNroc,3
169,Imagine Dragons,Follow You,6mpkYUbyN9KjbP94syLrlz,12
170,J Balvin,Amarillo,3uOtBgy0qoBy1rNljhceU0,5
171,Workout Music ,Peaches (Workout Mix),2GN0M64unZFzF8Mez8RL1F,11
172,J Balvin,Ginza,7DaazIBt4ePUbtXwIGyPJ7,2
173,Workout Music ,deja vu (Workout Mix),5X70OJdWtSai8LfmVniNbr,11
174,J Balvin,Ginza,2XVhML2x65V8JLRzrkdDVv,2
175,Workout Music ,Wonder (Workout Mix),2SjBYRFi8j5jZaOOS6Nvid,11
176,J Balvin,Ambiente,1F9UqTEBklrD1FQNMaGj70,2
177,Ed Sheeran,Shivers (Dillon Francis Remix) [Main Mix],1qecpOPV8iLq6W1dI5GBcZ,15
178,J Balvin,Amarillo,1xqXbMWVAUE3v1uaDqHdql,1
179,Chillhop Music,New Year Lofi,6bNjLQPjIvmVqRG5Insr11,7
180,J Balvin,Ginza,3NrBV0Tt7CoITe2Lm3Xysm,2
181,Coldplay,A Sky Full of Stars,0sIsNbmHzQMcbY1j4RKyOH,14
182,J Balvin,In Da Getto,1gv5BPWszcogEZzfgwyxuK,3
183,Jazz Instrumental Relax Center,New Year Jazz Cafe,0vBZQttdZ4u572uXAE9tog,10
184,J Balvin,Ginza,1IDQGrubIefqH9axUMbXpD,3
185,Chinese Yang Qin Relaxation Man,Year of the Tiger,05khBYwS9I5tp0R45IlMhQ,11
186,J Balvin,Peligrosa,3YXWVzVOBbih3iUHzyPx98,1
187,Workout Music ,Holy (Workout Mix),1kZJaFlA6zKibLOnIuKDmA,10
188,J Balvin,Sin Compromiso,4FHBuQUDvp2D015xnF3rMQ,0
189,Workout Music ,Hold On (Workout Mix),6leoJ4z4b581wuzkQFN7EV,10
190,J Balvin,Peligrosa,1wP5te7VNlILvDJdFlTH3K,0
191,Chill Work Music,Calming Lofi Music To Study To,3zxhdXTqGsmdq3xrRyCTP1,7
192,J Balvin,CUIDAO POR AHÍ,6YPPl7TnT1Fy0uRCdkHGNN,0
193,Workout Music ,Levitating (Workout Mix),2GZmjrWCcmUVFnbcpRoBQ3,9
194,J Balvin,Ginza - Anitta Remix,5h8uJmK6o045qGI4BuJNVn,0
195,Workout Music ,Without You (Workout Mix),7aDVw73KoEF4UrnN8MRwag,9
196,J Balvin,Azul,053aGF4Cg2MQ2R74A3dxOK,1
197,Workout Music ,good 4 u (Workout Mix),04pwXqJ3VjS5n7cZcpUMis,10
198,J Balvin,Peligrosa,56w0uFQCJ7uNCXWrLHYVMV,0
199,Workout Music ,Kiss Me More (Workout Mix),611IkuKCOwyORg9MzdZXYB,10
200,J Balvin,Tranquila,59SAEBXqTStXtnxNn5QXbw,0
201,Workout Music ,Bad Guy (Workout Mix),61ap7rnc6V8MBulwjw6BUn,9
202,J Balvin,QUE PRETENDES,0vVbpMavNrwY21Bzi1heQq,0
203,Gaana Subash,Happy New Year 2022,7CT6n85AuowzdPKFl9cXM4,6
204,J Balvin,Ay Vamos,3IFKbz0SaqXmqsusQ1VghM,0
205,K6ixx,Happy new years 2022,01tEbE08Hjx96hAfIg8TCQ,2
206,J Balvin,Noches Pasadas,5liuvqxaIhHAUQOa9ZZaze,0
207,Crook,"2022 New Year, Same Us",6r95i99qFSOQId4rsnUg1H,2
208,J Balvin,YO LE LLEGO,3qGixIYfMi2tNy9zsZYnAb,0
209,Dhanraj Saurya,Naya Saal Ki Badhe - Happy New Year 2022,6M10oSeDrAJfAwYaJsecQN,7
210,J Balvin,Tranquila,0CyVB7mYeXSETAAdRy7ong,0
211,Sex Music Zone,Synthwave 2022,0iN8p7VxvqpdbGHjQ4RCzA,4
212,J Balvin,Bajo La Luna,6AoMYDNNjXwnkN5LsnPyaT,0
213,Bruno Mars,Locked Out of Heaven,3FuBZwFfmaPoJ8QoGQb81K,16
214,J Balvin,No Es Justo,4B1s8w7Nbs4RsXoMMl7ClQ,0
215,Curtis Mayfield,Move On Up,3UQJpgcTPdt1jYRLZtbqPV,6
216,J Balvin,LA CANCIÓN,0cqXdMwedvlu0dFGldaVdE,1
217,Ed Sheeran,I Don't Care,08uS8QzJ8t6tWry7IBipzK,13
218,J Balvin,Qué Más Pues?,3dg0jYGi5LRk2d5RgoZxZG,1
219,DJ Night Children,Happy New Year 2022 X DJ Joget Ma Chi Nya Kukuwa - Remix,0KmRxm6io6aPBGUKyUSYgM,7
220,J Balvin,CUIDAO POR AHÍ,4R0L16BfLUFjPm3djPaAcW,0
221,Coldplay,Viva La Vida,4KN3Bqzof7RlqDFwct29DV,16
222,J Balvin,Bajo La Luna,0LPsyfBm1HanAnSJNPrAL2,0
223,Katy Perry,Firework,2l13WHKa7QAUwikcIyiOVH,8
224,J Balvin,Rosa,0NhRvEjoGwJc2Enj4BYyoU,0
225,Oriental Meditation Music Academy,Lantern Festival 2022,5qdRFYXIsEZt2EkC9XKXWw,5
226,J Balvin,Rosa,6qs7sVzOdRjAeXuKoWclCH,0
227,THE YELLOW MONKEY,Rakuen - 2022 Remaster,5SJyhwUWLjdTRrJdkfF0qJ,7
228,J Balvin,Si Tu Novio Te Deja Sola,27j5ueFeQwErSyYPC9pLGT,1
229,THE YELLOW MONKEY,SPARK - 2022 Remaster,4ujD4hVZgeCaXIHozlEBno,8
230,J Balvin,Peligrosa,1nedf7HmSIxbXHYXGeMdjr,0
231,THE YELLOW MONKEY,DANDAN - 2022 Remaster,4D4n0nuqBQ5k7eLtNYs2vU,8
232,J Balvin,Sigo Extrañándote,7wCqOfwhCtjhmXNlv8XfFg,0
233,THE YELLOW MONKEY,JAM - 2022 Remaster,4QgSrt2SqD0kRP59aiBRrL,7
234,J Balvin,Amarillo,0KYq2V9glLlTxjTUjqrmcT,0
235,Beanmixit,Money Dance,5vTlREUv1hFBigAe783XOj,4
236,J Balvin,Ay Vamos,1z49NfBKKiQXFXaP75TmIU,0
237,New Year 2022,Galaxy,6ZtLCXfmrInWZ85q9DXNz2,8
238,J Balvin,Rojo,5AZUrXEAQqXRtsG74Dkkt3,0
239,Workout Music ,You Broke Me First (Workout Mix),4Ty7xyaoyr2ZeTLRd6aGbL,7
240,J Balvin,Ambiente,6QlhZRH8fg3LDsHOAScxtz,0
241,Workout Music ,Positions (Workout Mix),0g6SG50ZXfUSUOfHCZwelh,9
242,J Balvin,Blanco,5i9WotuxG2dEHzfMBByLYA,0
243,Workout Music ,Leave Before You Love Me (Workout Mix),5YxSli4gUjYthsY0i3lHIa,8
244,J Balvin,Peligrosa,4d7yspkvjmjtkxoTBbWV6V,0
245,Workout Music ,Secrets (Workout Mix),4H4wPbZJ1P82e9uvfeS7FW,8
246,J Balvin,Rosa,2T3p0pnsVzzXD0klDqS3pq,0
247,Workout Music ,Love Again (Workout Mix),60HtGh2bkcnInZpVjhIlz0,8
248,J Balvin,Qué Más Pues?,3dQGYczzLZYJ6Bc3zFjksI,0
249,Chill Work Music,HipHop Lofi For Work,19x7ntn4azINjmEIQhtNed,5
250,J Balvin,Qué Más Pues?,22ZZSt1Z1p786i09UAW5x7,0
251,Workout Music ,Leave Before You Love Me (Workout Mix),5YxSli4gUjYthsY0i3lHIa,8
252,J Balvin,LA CANCIÓN,2AbOaBA1mnQOR9vtENsQLH,0
253,Workout Music ,Come & Go (Workout Mix),3J8MjvnPtOb3CcPDDc4UDj,8
254,J Balvin,Rojo,7Lnx2LcRThP66xAo4mrePK,1
255,Workout Music ,Watermelon Sugar (Workout Mix),2KlDOdn2feWDRhJ7HCsdIt,7
256,J Balvin,Ginza,28o6Wew5SCdBx8eYgiVo3E,0
257,Workout Music ,Anyone (Workout Mix),2Ihx7sR79SWqMmZBrAA3tT,8
258,J Balvin,Ahora,2ZQtb0xUWnQKiAkt3P1Ubi,0
259,Dua Lipa,Levitating,2r8uhkc9snkhjGXERP3RNS,11
260,J Balvin,Noches Pasadas,5oTdAN6nvH2By0Z4J3lRwj,0
261,Coldplay,My Universe - David Guetta Remix,4VVh7xorogYHk5FK7W6mmQ,16
262,J Balvin,QUE PRETENDES,1AY33SzB1Iy4hiUofTOeYS,0
263,Workout Music ,Beautiful Mistakes (Workout Mix),4zDVc78LCBzFPMHC4oxWrE,8
264,J Balvin,QUE PRETENDES,4r5KCGFkc2tz3QSfkN79pT,0
265,Workout Music ,Savage Love (Workout Mix),3uT0sOI2w704G61aptw6bx,7
266,J Balvin,YO LE LLEGO,5ek2Ma7GzZNIZYAR4x7xq4,0
267,THAT KIND,Better Off Alone,68x6BVFv3dHm1T71ZdJ9ja,7
268,J Balvin,Amarillo,61uVTKeLIWYpUUbpKm1nFn,0
269,Workout Music ,Dynamite (Workout Mix),4ulhzKxaNaF78cA9pYlToE,8
270,J Balvin,Machika,2yoH6V18xp688mzxIqqVfc,0
271,Workout Music ,Dance Monkey (Workout Mix),74M12fRFBuCfh9YgFjrPBl,9
272,J Balvin,En Lo Oscuro,2tsDzaZWTguQjUsMkkV1KH,1
273,Workout Music ,Mood (Workout Mix),4AhgBxVl6wePP44UBIQQnk,7
274,J Balvin,Noches Pasadas,6nAzugiGIYeLcSGFyyjt0k,0
275,New Year 2022,Hold On,6tO4xMwcUSyOqvIY5A2fxQ,10
276,J Balvin,LA CANCIÓN,28cPOue5VgygBEPnPfgPa1,0
277,Lionheart,30 Years,7jmxdEZ9XaqYgMH3O3Q7cj,1
278,J Balvin,Ambiente,04k0MWUYpjYfMZ7Q7D4C4X,0
279,Mabel,Loneliest Time Of Year,76IcYjQNbLbcCJCVi6NAZd,5
280,J Balvin,Morado,0qGe393q3xzlRSUR7roBuX,0
281,Byron Petrucci,Last day of the Year,0hKHLYLrw1ipLOMgkeWvkg,5
282,J Balvin,No Es Justo,17NB4jf0cNC4LWDbNZaFNr,0
283,Chill Work Music,New Year Lofi Music,008pyRi2rfqbhQY0BWXSIf,6
284,J Balvin,Ginza,6OX3jkuFK2Ruvyc18Pa1Wl,0
285,Avoe8ever,2021<2022.,4CyEXMfVvjJcJkBjwHLZvQ,2
286,J Balvin,No Es Justo,0nOXeLxfGAznev0dwVJfqk,0
287,Chinese Yang Qin Relaxation Man,Chinese New Year Parade,3Moh542gQTu5yJHzPl7vsR,3
288,J Balvin,No Es Justo,5wHj7ecqLzN6JiYhe8z1vP,0
289,Oriental Meditation Music Academy,Chinese New Year's Eve,0F4lJEqkaOvTJH0C0fwd31,6
290,J Balvin,Tranquila,3f9xYkJ3lPUwDbepwJjuz4,0
291,Chinese Yang Qin Relaxation Man,Cleansing Meditation for the New Year,08u2RSNx52LvoNDP0xhe7v,4
292,J Balvin,Cuando Tú Quieras,0hUyKDkO5NdsoLcXz3h7Rt,0
293,Tantric Sex Background Music Experts,True Love Years Later,4VaWuCAcyXHj3dye3L0ZlY,5
294,J Balvin,Ay Vamos,2d7JqsrzpfCz4XHoFubnpH,0
295,Bruno Mars,24K Magic,2piwlatTDv6hkBHP4nK9hD,9
296,J Balvin,LA CANCIÓN,6CIah0ZHENwDE1bKosX40K,0
297,Dua Lipa,Levitating,61hXudHjZEtmrh3xbqGDHj,8
298,J Balvin,Bobo,3kjMNDOxK59aBLDpSO5vZY,0
299,Bad Bunny,I Like It,1o73MeUyk0ylpndhUbmTG9,12
300,J Balvin,Si Tu Novio Te Deja Sola,1EIXCQEuRffGWzhtr2kDP8,0
301,Justin Bieber,Hold On,1XxY9eeKbuhv674nP0lqPN,4
302,J Balvin,LA CANCIÓN,4FoyAnexGiy8Qsz6ztDDIf,0
303,Avicii,Without You,6r0Js0zm0qH07b1791LApc,5
304,J Balvin,Brillo,6cMXOtjbSOkZ80lQzyNjKB,0
305,Justin Bieber,Sorry,3HbrMvMX1exmPkcP6l6zrc,9
306,J Balvin,Peligrosa,7oQnikyCeX7jWcwhKiK4cv,1
307,Bruno Mars,24K Magic,0w8EfCY8SbuFZGkUB0Xkvl,13
308,J Balvin,Rojo,6KL7pVL3tNTBLBuLcpYl3P,0
309,Panic! At The Disco,High Hopes,3l2Tawzx0NHUAg2ODHC2zv,9
310,J Balvin,Bonita,19r58Y0gNiSLEYENn7Gc14,0
311,Bang B,To The Moon And Back,4nBp20bpZvVMMTbC5nZb4q,7
312,J Balvin,Sin Compromiso,0mRjJaxkKvxnSvt9pEgbxu,0
313,Surf Mesa,ily (i love you baby),6RT5fEZT18X0b1rtkilJox,6
314,J Balvin,Machika,6qol8X3mkpdvifjOtqwWX4,0
315,Cher,Dancing Queen,3StMqiYieU3Bnui3p25f5x,11
316,J Balvin,Tranquila,3WhUqfJCqp0w1O29zgkS48,0
317,Clean Bandit,Rockabye,6HhJP4t7n8KDCMzyVY0snL,9
318,J Balvin,Brillo,2MX0mlclYn1ckrcfG7ZrQ0,0
319,Starship,Nothing's Gonna Stop Us Now,3SFnXmHfGAmRfexzhRg5aZ,11
320,J Balvin,Azul,3wTEVtBm7DFGplMgBnlKvS,0
321,Bad Bunny,I Like It,1t3jVwTF3wT1RtIWp7PK7Y,10
322,J Balvin,En Lo Oscuro,08opThFHZ9DaNZUaIxdVJi,0
323,Fleetwood Mac,Don't Stop - 2018 Remaster,1IczCZJlUWLFOJubMpQPxb,9
324,J Balvin,Machika,6ESMJgUCUrfCErjWpjIlLj,1
325,Maroon 5,Beautiful Mistakes,3d5QjgPQx2qZz9loKGg4DP,5
326,J Balvin,YO LE LLEGO,36A0xC0EEgxeSefK1bizEx,0
327,Taylor Swift,Love Story (Taylor’s Version),0J6J0s3lgqUSg0YmSqyhGj,11
328,J Balvin,Rosa,0Sy2EXdD2Ja6bFVFBnrl0c,0
329,Ed Sheeran,Drunk,2p0hCYwCL3GNmIi9UyIGpi,11
330,J Balvin,Peligrosa,3gge9uZfQ6NIcuDaHX917i,0
331,J Balvin,In Da Getto,5AQzsvXEVZtAS2unNQmAJF,9
332,J Balvin,Morado,6gQxoLyTAkmWgoqU2yVPrK,1
333,Sophie Ellis-Bextor,Murder On The Dancefloor,0Qe7iZcDcct4DjOtffOftk,5
334,J Balvin,Machika,5OYjTKaVAl1cjA4rmUXIox,0
335,Gupz Sehra,"Label Black (From ""Label Black"")",3id4V3gNT784A3jKlmhZbc,6
336,J Balvin,Rojo,10t1f6hdtWZ17dgn7cbhws,0
337,Angelo-K,Along the Coast - Extended Mix,5JmiFPPUW8aTib4Jphmbgs,5
338,J Balvin,Peligrosa,4mFQacUPOZGdN8ESmU5nBp,0
339,Workout Music ,Only Human (Workout Mix),36o3HyLRhxaDYW5MpsAJ80,5
340,J Balvin,Ay Vamos,1TtRLVYUL6Z5HOt6hYwnNb,0
341,Workout Music ,How You Like That (Workout Mix),6OsUIGqjaaWkJDmQg8T1br,4
342,J Balvin,Ginza - Anitta Remix,1cH2xLZ05orLwpf6Drv5eo,0
343,Workout Music ,How You Like That (Workout Mix),4UPCunwHMU6vKqGCCKxs9Q,5
344,J Balvin,Cuando Tú Quieras,1GoT63kOzwdbTghAZxwUb7,0
345,Workout Music ,Shallow (Workout Mix),1ADO7ZCyv242cvwWr8XrPU,6
346,J Balvin,Blanco,5j5okItxttEtPDKaeomCIv,0
347,Workout Music ,Photograph (Throwback Mix),3yMtNpm6udg2hwHuZTBN3B,5
348,J Balvin,UN DIA (ONE DAY),2Z8k6KrooaLGkbqJNNs4w1,0
349,Alexander Tarasov,August - Original Mix,3EyJuWmCFLwXyt4y3qfHUH,5
350,J Balvin,Tranquila,0DZhs6TU71CznxjCcDfCQm,0
351,Workout Music ,Here With Me (Workout Mix),4REgcDopiaFZfEkGAKV7LU,6
352,J Balvin,Reggaeton,6yIT07hvoDpdXcUnnHAGVO,0
353,Workout Music ,You Say (Workout Mix),1fn1ORLUxJtPCt8Rlh5qI2,5
354,J Balvin,QUE PRETENDES,1yxBscCa0gRUo33QVoEGeE,0
355,Kideko,Ready For My Love (feat. Kudu Blue),18OvIFgE37GLsY7eIsHLkx,5
356,J Balvin,Safari,7BngKqE7E2F9LOGcCndSzX,0
357,Alexander Tarasov,August - Original Mix,3EyJuWmCFLwXyt4y3qfHUH,5
358,J Balvin,Ambiente,71n8953pgbONMjux6GQTfE,0
359,Workout Music ,Lose Somebody (Workout Mix),5PO4zJ537aN29QX95HCI9h,6
360,J Balvin,QUE PRETENDES,2mVUDRxdgFxjMJAtl2ILlW,0
361,Workout Music ,"10,000 Hours (Workout Mix)",2745C5OnwddE3x7IO7nXfY,5
